Customer_ID,Gender,Age,Country,Tenure_Months,Account_Type,Balance_RM,Products_Count,Has_CreditCard,Has_Loan,Credit_Score,Active_Member,Complaints_Count,Branch_Visits,Region,Salary_Range,Churn_Status,Churn_Month
C08372,Female,48,Malaysia,2,Prod 1,7733.33,1,0,0,618,1,0,2,Johor,<3k,0,
C08373,Female,53,Malaysia,20,Prod 1,170385.18,1,1,0,558,0,0,6,Sabah/Sarawak,>10k,0,
C08374,Female,57,Singapore,89,Prod 3,3025.43,3,1,0,707,1,0,5,Penang,3k-5k,0,
C08375,Male,52,Singapore,27,Prod 2,6725.09,2,1,0,649,0,1,1,Penang,3k-5k,1,Mar-2023
C08376,Female,59,Malaysia,113,Prod 1,67468.36,1,1,0,784,1,2,0,Klang Valley,3k-5k,0,
C08377,Female,48,Malaysia,21,Prod 3,13520.88,3,1,1,576,1,1,5,Klang Valley,3k-5k,0,
C08378,Female,33,Malaysia,98,Prod 4,53385.71,4,1,1,692,0,0,2,Klang Valley,3k-5k,0,
C08379,Female,49,Singapore,93,Prod 1,85513.41,1,1,0,803,1,0,0,Klang Valley,5k-10k,1,Jan-2023
C08380,Female,22,Malaysia,0,Prod 1,12433.19,1,1,0,659,1,0,2,Klang Valley,5k-10k,0,
C08381,Male,45,Singapore,30,Prod 2,14907.78,2,1,0,542,1,0,3,Klang Valley,5k-10k,0,
C08382,Male,41,Malaysia,16,Prod 1,16787.3,1,1,0,597,0,0,1,Sabah/Sarawak,<3k,1,Sep-2023
C08383,Female,40,Singapore,42,Prod 3,6150.82,3,1,0,787,1,0,3,Klang Valley,>10k,0,
C08384,Male,44,Indonesia,39,Prod 1,7937.04,1,1,0,782,0,0,0,Klang Valley,>10k,1,May-2023
C08385,Male,45,Malaysia,106,Prod 1,4022.86,1,1,1,597,1,2,1,Klang Valley,>10k,1,Jan-2024
C08386,Female,54,Malaysia,9,Prod 1,10334.06,1,1,1,572,1,0,8,Klang Valley,3k-5k,1,Sep-2023
C08387,Male,65,Indonesia,9,Prod 1,54582.82,1,1,1,725,0,2,5,Klang Valley,3k-5k,1,Jan-2024
C08388,Male,45,Malaysia,5,Prod 4,773.14,4,0,0,564,1,1,0,Klang Valley,3k-5k,0,
C08389,Female,51,Singapore,81,Prod 2,81851.07,2,1,0,656,1,0,3,Johor,3k-5k,0,
C08390,Female,33,Malaysia,108,Prod 2,95863.38,2,1,0,384,1,0,5,Klang Valley,5k-10k,0,
C08391,Male,43,Singapore,25,Prod 1,5044.09,1,1,0,803,0,1,0,Klang Valley,5k-10k,1,Feb-2024
C08392,Female,54,Malaysia,3,Prod 2,16736.19,2,1,1,670,1,0,2,Sabah/Sarawak,5k-10k,0,
C08393,Male,28,Indonesia,7,Prod 2,4682.0,2,1,1,604,0,0,5,Klang Valley,3k-5k,1,Oct-2023
C08394,Male,34,Singapore,5,Prod 2,7811.02,2,0,0,686,1,1,0,Klang Valley,>10k,1,May-2023
C08395,Male,45,Singapore,59,Prod 3,46911.99,3,0,0,714,1,0,5,Penang,5k-10k,0,
C08396,Female,37,Singapore,16,Prod 1,650.47,1,1,1,475,0,0,4,Johor,5k-10k,1,Jan-2024
C08397,Male,39,Singapore,105,Prod 1,75522.26,1,0,0,566,1,0,0,Sabah/Sarawak,3k-5k,0,
C08398,Male,69,Malaysia,8,Prod 2,105750.32,2,1,0,611,0,0,1,Klang Valley,>10k,0,
C08399,Female,43,Indonesia,110,Prod 2,22517.23,2,1,1,512,1,2,5,Penang,5k-10k,0,
C08400,Male,20,Indonesia,21,Prod 2,243548.26,2,1,0,605,1,1,3,Klang Valley,3k-5k,0,
C08401,Female,33,Malaysia,100,Prod 1,393.16,1,1,0,606,0,0,2,Sabah/Sarawak,3k-5k,0,
C08402,Female,24,Indonesia,113,Prod 1,8469.63,1,1,0,570,0,0,1,Penang,5k-10k,0,
C08403,Female,31,Singapore,118,Prod 2,232818.37,2,1,0,591,0,0,1,Klang Valley,<3k,0,
C08404,Female,37,Singapore,91,Prod 1,3720.4,1,1,0,621,0,0,2,Penang,5k-10k,0,
C08405,Male,36,Malaysia,5,Prod 1,47242.12,1,1,0,477,1,0,1,Penang,3k-5k,1,Sep-2023
C08406,Male,46,Malaysia,2,Prod 1,57.46,1,0,1,728,0,0,0,Klang Valley,5k-10k,1,Nov-2023
C08407,Female,59,Malaysia,81,Prod 1,26739.67,1,1,0,692,0,0,5,Klang Valley,3k-5k,1,Sep-2023
C08408,Female,32,Malaysia,105,Prod 1,29972.37,1,0,0,606,1,0,9,Sabah/Sarawak,>10k,0,
C08409,Male,21,Singapore,8,Prod 1,41306.18,1,1,1,649,1,0,2,Johor,5k-10k,0,
C08410,Female,34,Malaysia,112,Prod 1,87535.01,1,1,1,643,0,0,9,Penang,3k-5k,0,
C08411,Male,40,Malaysia,62,Prod 1,1166.71,1,0,0,837,1,0,1,Klang Valley,3k-5k,0,
C08412,Female,54,Indonesia,6,Prod 2,96357.6,2,1,1,578,1,1,1,Klang Valley,3k-5k,0,
C08413,Female,46,Malaysia,8,Prod 1,14820.21,1,0,1,677,0,0,7,Johor,<3k,0,
C08414,Female,52,Malaysia,3,Prod 1,8711.08,1,1,1,406,1,3,8,Johor,<3k,1,Jun-2023
C08415,Female,31,Malaysia,7,Prod 3,19843.1,3,1,0,678,1,2,0,Klang Valley,3k-5k,0,
C08416,Female,35,Malaysia,80,Prod 2,3629.53,2,1,0,604,0,3,7,Klang Valley,>10k,1,Jul-2023
C08417,Male,52,Singapore,11,Prod 1,8356.71,1,1,1,680,0,2,0,Sabah/Sarawak,<3k,1,Jun-2023
C08418,Female,69,Singapore,54,Prod 1,62584.12,1,0,0,667,1,0,4,Penang,>10k,0,
C08419,Female,50,Singapore,78,Prod 1,5977.24,1,1,0,646,1,0,7,Johor,>10k,0,
C08420,Female,45,Malaysia,105,Prod 2,19075.99,2,1,0,665,0,0,1,Penang,>10k,0,
C08421,Female,39,Singapore,59,Prod 1,96003.09,1,0,0,728,1,0,0,Klang Valley,3k-5k,0,
C08422,Male,33,Malaysia,56,Prod 1,759.43,1,0,0,626,0,0,7,Penang,3k-5k,1,Mar-2024
C08423,Female,28,Malaysia,107,Prod 1,17825.61,1,1,0,616,1,0,5,Penang,5k-10k,1,Jun-2023
C08424,Female,42,Malaysia,17,Prod 1,30246.75,1,1,0,748,1,0,0,Penang,3k-5k,0,
C08425,Male,38,Malaysia,10,Prod 2,11351.26,2,1,0,664,0,0,1,Johor,<3k,0,
C08426,Male,32,Malaysia,101,Prod 1,30346.41,1,1,0,574,1,0,4,Klang Valley,3k-5k,0,
C08427,Female,58,Malaysia,3,Prod 1,43995.09,1,1,1,693,0,0,2,Penang,5k-10k,1,May-2023
C08428,Male,48,Indonesia,9,Prod 2,45821.18,2,1,0,625,0,0,7,Klang Valley,5k-10k,1,Aug-2023
C08429,Male,45,Malaysia,32,Prod 1,81484.45,1,1,0,513,0,0,0,Penang,3k-5k,1,Aug-2023
C08430,Male,50,Malaysia,24,Prod 1,27287.61,1,0,1,694,1,0,4,Penang,>10k,1,Dec-2023
C08431,Female,35,Malaysia,76,Prod 1,70674.46,1,0,1,609,1,0,8,Sabah/Sarawak,>10k,0,
C08432,Female,53,Singapore,4,Prod 1,33.75,1,0,1,464,0,0,0,Johor,3k-5k,1,Jan-2024
C08433,Male,38,Malaysia,42,Prod 2,117821.48,2,1,1,519,0,1,4,Klang Valley,>10k,0,
C08434,Female,31,Indonesia,92,Prod 1,92497.57,1,1,1,712,0,0,1,Penang,<3k,0,
C08435,Female,46,Indonesia,73,Prod 1,43598.3,1,0,0,673,1,0,1,Klang Valley,>10k,1,Dec-2023
C08436,Male,40,Malaysia,65,Prod 1,9991.35,1,1,0,632,1,0,2,Johor,>10k,0,
C08437,Male,57,Malaysia,12,Prod 2,44118.98,2,1,0,695,0,0,3,Penang,>10k,1,Sep-2023
C08438,Female,46,Malaysia,29,Prod 1,3801.95,1,0,1,708,1,0,4,Johor,5k-10k,0,
C08439,Male,29,Singapore,9,Prod 1,7449.95,1,1,0,727,0,0,2,Johor,3k-5k,1,Mar-2024
C08440,Female,57,Malaysia,46,Prod 1,108.14,1,1,1,725,1,0,7,Klang Valley,3k-5k,0,
C08441,Male,76,Malaysia,58,Prod 2,7219.49,2,1,0,589,1,0,0,Klang Valley,<3k,1,Mar-2023
C08442,Male,58,Malaysia,65,Prod 2,34860.64,2,1,1,415,1,2,6,Klang Valley,5k-10k,1,Aug-2023
C08443,Female,33,Singapore,102,Prod 1,47381.25,1,1,0,593,1,0,6,Klang Valley,<3k,0,
C08444,Male,49,Malaysia,3,Prod 3,155449.82,3,1,1,850,0,0,0,Sabah/Sarawak,>10k,0,
C08445,Female,37,Malaysia,28,Prod 1,37776.11,1,0,1,725,0,0,1,Klang Valley,5k-10k,0,
C08446,Male,59,Singapore,59,Prod 1,7866.5,1,0,0,607,1,0,2,Klang Valley,5k-10k,0,
C08447,Male,38,Singapore,56,Prod 1,75044.29,1,1,1,604,0,1,4,Penang,5k-10k,0,
C08448,Male,45,Indonesia,1,Prod 2,35636.47,2,1,0,774,0,0,7,Klang Valley,5k-10k,0,
C08449,Male,37,Malaysia,9,Prod 1,855.83,1,0,1,534,1,0,8,Klang Valley,3k-5k,1,Jan-2024
C08450,Male,46,Singapore,97,Prod 1,75259.8,1,0,0,715,1,0,0,Johor,3k-5k,0,
C08451,Male,21,Singapore,47,Prod 1,371.42,1,0,1,506,1,0,4,Johor,3k-5k,1,Dec-2023
C08452,Female,20,Malaysia,32,Prod 1,43622.08,1,0,0,762,0,0,5,Johor,>10k,0,
C08453,Female,56,Singapore,105,Prod 3,507.88,3,1,0,642,1,0,1,Penang,<3k,0,
C08454,Male,40,Malaysia,3,Prod 2,18868.68,2,1,0,746,1,3,0,Klang Valley,5k-10k,0,
C08455,Female,21,Indonesia,109,Prod 1,6228.65,1,1,0,605,0,0,4,Johor,>10k,0,
C08456,Male,38,Malaysia,1,Prod 3,218940.01,3,1,0,848,1,0,1,Klang Valley,>10k,0,
C08457,Male,47,Singapore,54,Prod 1,32963.82,1,1,1,675,1,0,0,Johor,3k-5k,0,
C08458,Female,43,Malaysia,53,Prod 2,38060.21,2,1,0,707,1,0,0,Sabah/Sarawak,5k-10k,1,Jul-2023
C08459,Male,72,Indonesia,66,Prod 1,7084.96,1,1,1,763,1,0,1,Klang Valley,3k-5k,0,
C08460,Male,52,Malaysia,1,Prod 1,8226.77,1,1,1,824,1,1,0,Johor,5k-10k,1,Jan-2023
C08461,Male,60,Indonesia,50,Prod 1,184143.62,1,1,0,625,1,0,3,Penang,5k-10k,1,Mar-2023
C08462,Female,41,Indonesia,5,Prod 1,711.82,1,1,1,665,1,0,5,Klang Valley,5k-10k,0,
C08463,Female,48,Malaysia,7,Prod 3,241634.75,3,1,0,688,1,0,0,Penang,3k-5k,0,
C08464,Male,60,Indonesia,10,Prod 2,184509.08,2,1,1,773,1,0,8,Sabah/Sarawak,5k-10k,1,Mar-2023
C08465,Male,46,Indonesia,62,Prod 2,140204.82,2,1,1,739,1,0,0,Johor,>10k,0,
C08466,Female,53,Malaysia,28,Prod 3,5289.9,3,0,0,470,0,0,1,Penang,3k-5k,1,Nov-2023
C08467,Female,75,Malaysia,4,Prod 1,77.26,1,1,1,511,0,0,1,Sabah/Sarawak,3k-5k,1,Jan-2023
C08468,Male,52,Singapore,17,Prod 1,38161.06,1,1,0,722,1,0,4,Penang,<3k,1,Oct-2023
C08469,Male,33,Malaysia,3,Prod 4,4072.74,4,1,0,819,0,1,6,Klang Valley,5k-10k,0,
C08470,Male,32,Malaysia,70,Prod 1,60048.3,1,1,0,601,0,0,2,Johor,3k-5k,0,
C08471,Male,45,Malaysia,54,Prod 1,78079.15,1,1,1,708,1,0,0,Penang,5k-10k,0,
C08472,Female,39,Malaysia,31,Prod 2,16002.18,2,1,1,602,0,0,7,Penang,3k-5k,0,
C08473,Male,48,Malaysia,110,Prod 1,362.74,1,1,1,664,1,2,0,Klang Valley,5k-10k,0,
C08474,Male,50,Malaysia,48,Prod 1,99.78,1,1,1,573,0,0,3,Klang Valley,5k-10k,1,Feb-2024
C08475,Female,42,Indonesia,104,Prod 1,110200.68,1,0,1,596,1,1,6,Penang,3k-5k,0,
C08476,Female,32,Singapore,57,Prod 1,40241.94,1,1,1,635,1,1,6,Penang,<3k,0,
C08477,Female,51,Malaysia,26,Prod 1,5480.84,1,1,0,675,1,1,0,Penang,5k-10k,1,Mar-2024
C08478,Male,49,Singapore,51,Prod 1,7420.56,1,0,0,800,1,1,0,Penang,3k-5k,0,
C08479,Female,61,Singapore,7,Prod 1,22355.75,1,1,0,568,1,0,8,Klang Valley,5k-10k,0,
C08480,Female,48,Indonesia,71,Prod 1,10124.46,1,1,1,796,1,0,1,Klang Valley,>10k,0,
C08481,Male,28,Malaysia,118,Prod 4,41269.17,4,1,1,721,1,0,3,Sabah/Sarawak,3k-5k,0,
C08482,Female,21,Malaysia,12,Prod 2,660.67,2,0,0,585,1,0,5,Johor,>10k,1,Apr-2023
C08483,Female,56,Indonesia,20,Prod 2,21315.82,2,1,0,581,0,0,1,Sabah/Sarawak,5k-10k,1,Nov-2023
C08484,Female,55,Indonesia,31,Prod 1,9617.02,1,1,1,529,1,0,9,Johor,5k-10k,1,Sep-2023
C08485,Male,50,Singapore,43,Prod 1,28318.48,1,0,0,568,1,3,0,Penang,5k-10k,1,Mar-2023
C08486,Male,33,Singapore,78,Prod 2,69136.31,2,1,0,498,1,0,1,Penang,3k-5k,0,
C08487,Male,33,Malaysia,6,Prod 1,78377.22,1,1,0,650,1,0,0,Klang Valley,<3k,0,
C08488,Male,73,Singapore,18,Prod 1,4157.45,1,0,0,606,1,1,0,Johor,3k-5k,1,Mar-2023
C08489,Female,60,Malaysia,51,Prod 2,439.93,2,1,0,577,0,0,1,Klang Valley,3k-5k,1,Mar-2023
C08490,Male,38,Malaysia,59,Prod 2,194793.78,2,1,0,770,1,0,1,Penang,5k-10k,0,
C08491,Female,28,Indonesia,51,Prod 2,44786.57,2,1,1,664,1,0,6,Penang,3k-5k,0,
C08492,Male,42,Malaysia,35,Prod 2,8167.91,2,1,0,679,1,0,4,Penang,3k-5k,0,
C08493,Male,21,Malaysia,77,Prod 2,31179.1,2,0,0,752,0,0,5,Penang,5k-10k,0,
C08494,Female,44,Indonesia,10,Prod 1,1320.12,1,1,1,533,1,1,3,Johor,5k-10k,1,Mar-2024
C08495,Male,25,Malaysia,16,Prod 1,32772.65,1,0,0,631,0,2,4,Klang Valley,5k-10k,1,Mar-2023
C08496,Female,32,Indonesia,37,Prod 2,3471.73,2,1,1,757,1,0,0,Sabah/Sarawak,5k-10k,1,Feb-2023
C08497,Female,81,Indonesia,75,Prod 1,4901.1,1,1,0,505,0,0,4,Penang,<3k,1,Aug-2023
C08498,Male,23,Singapore,4,Prod 1,30493.26,1,0,0,681,0,2,3,Johor,3k-5k,1,Aug-2023
C08499,Male,47,Malaysia,5,Prod 1,9022.78,1,0,0,797,1,0,5,Penang,5k-10k,0,
C08500,Male,31,Malaysia,88,Prod 2,45891.18,2,0,1,467,1,0,1,Johor,3k-5k,1,Nov-2023
C08501,Female,36,Malaysia,14,Prod 2,32767.19,2,1,0,798,1,1,1,Klang Valley,3k-5k,0,
C08502,Male,38,Malaysia,115,Prod 1,9741.31,1,0,0,727,0,0,0,Klang Valley,<3k,1,Nov-2023
C08503,Female,47,Malaysia,115,Prod 3,154427.14,3,1,0,668,1,0,2,Johor,<3k,0,
C08504,Male,46,Indonesia,73,Prod 1,63497.53,1,1,0,764,1,1,1,Penang,5k-10k,0,
C08505,Female,59,Malaysia,78,Prod 3,36835.09,3,1,1,687,1,0,4,Sabah/Sarawak,5k-10k,0,
C08506,Female,33,Singapore,68,Prod 4,143234.85,4,1,0,552,1,0,6,Penang,5k-10k,0,
C08507,Male,26,Malaysia,8,Prod 2,19819.92,2,1,1,607,1,0,5,Klang Valley,3k-5k,0,
C08508,Male,32,Singapore,45,Prod 1,285.02,1,1,1,641,0,1,3,Johor,>10k,1,May-2023
C08509,Male,36,Indonesia,89,Prod 1,96845.8,1,0,0,711,1,0,0,Penang,3k-5k,0,
C08510,Male,47,Malaysia,86,Prod 1,112.07,1,1,0,578,1,1,1,Klang Valley,5k-10k,1,Apr-2023
C08511,Male,57,Malaysia,105,Prod 1,5073.18,1,0,1,667,0,0,6,Johor,3k-5k,1,Jan-2024
C08512,Male,50,Singapore,106,Prod 2,103127.37,2,1,1,654,0,0,3,Klang Valley,>10k,0,
C08513,Female,59,Singapore,14,Prod 3,75723.53,3,0,0,666,1,0,3,Johor,<3k,0,
C08514,Female,50,Singapore,78,Prod 4,2765.81,4,1,1,723,1,0,4,Klang Valley,>10k,0,
C08515,Female,30,Malaysia,68,Prod 1,246.16,1,1,1,605,1,0,0,Klang Valley,5k-10k,0,
C08516,Male,52,Malaysia,103,Prod 1,219695.66,1,0,0,556,1,0,4,Johor,>10k,1,Feb-2024
C08517,Female,39,Indonesia,9,Prod 1,123285.68,1,1,0,632,1,0,0,Klang Valley,5k-10k,0,
C08518,Male,43,Indonesia,81,Prod 1,47284.6,1,0,1,493,0,0,3,Johor,5k-10k,1,May-2023
C08519,Male,48,Malaysia,33,Prod 1,10802.05,1,1,0,702,1,0,3,Johor,5k-10k,0,
C08520,Male,48,Indonesia,29,Prod 1,421.85,1,1,1,698,1,0,0,Penang,5k-10k,0,
C08521,Male,28,Malaysia,1,Prod 1,9007.35,1,0,0,669,0,0,4,Klang Valley,3k-5k,0,
C08522,Male,48,Malaysia,115,Prod 1,56608.5,1,0,1,520,1,0,4,Johor,5k-10k,0,
C08523,Male,19,Malaysia,72,Prod 2,866.92,2,0,0,554,0,2,1,Penang,<3k,0,
C08524,Female,27,Malaysia,59,Prod 2,16772.94,2,1,0,813,1,0,3,Klang Valley,5k-10k,0,
C08525,Male,46,Singapore,13,Prod 1,86018.76,1,0,0,624,1,0,1,Klang Valley,>10k,1,Nov-2023
C08526,Female,41,Malaysia,69,Prod 1,6456.87,1,0,0,723,0,0,6,Klang Valley,5k-10k,0,
C08527,Male,54,Malaysia,112,Prod 1,20250.94,1,0,0,850,1,0,3,Penang,>10k,1,Mar-2023
C08528,Male,71,Singapore,8,Prod 3,27608.71,3,1,0,620,1,0,2,Klang Valley,>10k,0,
C08529,Male,44,Singapore,118,Prod 1,21722.0,1,1,0,699,1,0,8,Klang Valley,3k-5k,0,
C08530,Female,38,Singapore,34,Prod 2,27065.89,2,1,1,642,1,1,5,Johor,3k-5k,0,
C08531,Male,67,Indonesia,117,Prod 1,80404.9,1,1,0,715,1,1,1,Klang Valley,3k-5k,0,
C08532,Male,56,Malaysia,65,Prod 4,4067.94,4,0,0,701,1,0,0,Johor,5k-10k,0,
C08533,Male,41,Singapore,20,Prod 3,4234.37,3,1,0,702,0,0,0,Johor,5k-10k,0,
C08534,Male,41,Singapore,26,Prod 1,5280.95,1,1,0,799,1,0,2,Klang Valley,5k-10k,1,Jan-2023
C08535,Female,60,Singapore,17,Prod 4,347.95,4,1,0,577,1,0,0,Johor,>10k,0,
C08536,Male,35,Malaysia,21,Prod 2,40561.11,2,1,1,669,0,1,6,Johor,>10k,0,
C08537,Male,22,Malaysia,67,Prod 2,88646.81,2,1,1,644,0,1,0,Klang Valley,3k-5k,1,Aug-2023
C08538,Female,52,Indonesia,0,Prod 1,661.88,1,0,1,546,1,0,0,Sabah/Sarawak,>10k,1,Jul-2023
C08539,Male,37,Malaysia,116,Prod 1,76445.63,1,0,1,667,0,0,1,Johor,3k-5k,0,
C08540,Female,42,Indonesia,86,Prod 3,232545.64,3,1,1,764,1,1,4,Klang Valley,5k-10k,0,
C08541,Female,49,Singapore,112,Prod 1,98202.63,1,1,0,504,1,0,2,Johor,>10k,0,
C08542,Female,32,Singapore,78,Prod 3,84295.49,3,1,0,751,0,0,1,Sabah/Sarawak,5k-10k,0,
C08543,Male,57,Indonesia,42,Prod 1,67898.53,1,1,1,691,1,0,0,Sabah/Sarawak,<3k,0,
C08544,Female,34,Singapore,9,Prod 1,43.93,1,0,1,742,1,0,0,Klang Valley,3k-5k,0,
C08545,Male,23,Malaysia,47,Prod 1,70501.17,1,0,0,653,1,1,6,Sabah/Sarawak,3k-5k,0,
C08546,Female,58,Singapore,77,Prod 1,6514.8,1,1,0,850,1,0,1,Penang,5k-10k,0,
C08547,Male,18,Indonesia,98,Prod 4,5896.0,4,1,1,692,1,0,7,Klang Valley,5k-10k,0,
C08548,Male,42,Malaysia,20,Prod 1,71272.87,1,1,0,671,0,0,0,Johor,3k-5k,1,May-2023
C08549,Female,45,Malaysia,47,Prod 1,16579.98,1,0,1,659,1,0,0,Sabah/Sarawak,5k-10k,0,
C08550,Male,38,Malaysia,63,Prod 1,32477.96,1,1,1,573,0,0,10,Klang Valley,3k-5k,0,
C08551,Female,46,Indonesia,58,Prod 2,19025.79,2,1,1,622,1,0,3,Klang Valley,5k-10k,0,
C08552,Female,42,Malaysia,2,Prod 3,151662.48,3,0,0,606,0,0,8,Klang Valley,<3k,0,
C08553,Male,54,Singapore,42,Prod 1,151257.15,1,1,1,710,0,0,0,Klang Valley,5k-10k,0,
C08554,Male,43,Malaysia,92,Prod 1,183778.45,1,1,0,747,0,0,6,Klang Valley,5k-10k,0,
C08555,Male,34,Malaysia,91,Prod 2,954.32,2,1,1,761,1,0,3,Penang,<3k,0,
C08556,Female,60,Singapore,46,Prod 1,8326.09,1,1,0,613,1,0,0,Klang Valley,3k-5k,1,Nov-2023
C08557,Male,53,Malaysia,113,Prod 1,19770.83,1,1,0,515,1,0,5,Klang Valley,3k-5k,1,Mar-2024
C08558,Female,33,Singapore,94,Prod 2,3111.02,2,1,0,725,0,0,1,Sabah/Sarawak,>10k,1,Feb-2024
C08559,Female,40,Singapore,81,Prod 1,30324.35,1,0,1,566,1,0,2,Penang,5k-10k,1,Mar-2023
C08560,Female,21,Indonesia,47,Prod 1,2415.01,1,1,0,770,0,2,7,Klang Valley,3k-5k,1,May-2023
C08561,Female,56,Malaysia,59,Prod 1,2431.59,1,0,0,704,1,0,1,Sabah/Sarawak,>10k,0,
C08562,Female,56,Indonesia,11,Prod 2,27340.83,2,1,1,711,1,1,2,Klang Valley,5k-10k,1,Dec-2023
C08563,Male,26,Singapore,50,Prod 1,20450.09,1,1,0,585,0,2,0,Klang Valley,<3k,1,Dec-2023
C08564,Male,33,Indonesia,49,Prod 1,586.25,1,0,1,618,0,1,2,Penang,>10k,1,Mar-2023
C08565,Male,46,Malaysia,10,Prod 1,200326.7,1,1,0,603,1,2,0,Sabah/Sarawak,>10k,0,
C08566,Female,35,Singapore,113,Prod 4,54819.52,4,1,1,760,0,1,3,Sabah/Sarawak,5k-10k,0,
C08567,Female,42,Indonesia,12,Prod 1,766.08,1,0,1,555,1,0,2,Penang,5k-10k,0,
C08568,Female,29,Indonesia,5,Prod 1,43076.6,1,1,0,744,1,0,5,Penang,5k-10k,0,
C08569,Female,56,Malaysia,40,Prod 1,12986.96,1,1,0,740,0,1,6,Johor,3k-5k,1,Sep-2023
C08570,Male,51,Malaysia,73,Prod 1,36643.36,1,1,0,635,1,1,3,Penang,3k-5k,1,Dec-2023
C08571,Male,35,Malaysia,9,Prod 1,18685.93,1,0,1,828,0,2,0,Johor,5k-10k,1,Aug-2023
C08572,Male,50,Malaysia,9,Prod 2,199810.25,2,1,0,704,1,0,1,Penang,<3k,0,
C08573,Male,57,Malaysia,14,Prod 1,28997.07,1,1,0,441,0,1,0,Penang,5k-10k,1,Jan-2024
C08574,Female,36,Malaysia,18,Prod 2,28583.86,2,0,0,686,1,3,7,Penang,5k-10k,0,
C08575,Male,49,Indonesia,12,Prod 1,4497.89,1,1,0,551,1,0,2,Klang Valley,>10k,0,
C08576,Female,48,Malaysia,41,Prod 1,7852.44,1,1,0,610,1,1,1,Penang,3k-5k,1,Mar-2024
C08577,Female,49,Singapore,0,Prod 1,86723.9,1,0,1,758,1,0,6,Penang,5k-10k,0,
C08578,Male,24,Malaysia,4,Prod 1,18594.94,1,1,1,571,0,0,2,Penang,3k-5k,1,May-2023
C08579,Male,39,Malaysia,80,Prod 1,215614.74,1,1,1,749,1,0,1,Klang Valley,5k-10k,0,
C08580,Male,33,Malaysia,32,Prod 1,81223.53,1,1,1,649,1,0,9,Johor,5k-10k,1,May-2023
C08581,Male,71,Malaysia,24,Prod 1,2647.72,1,0,0,628,0,1,0,Penang,3k-5k,1,Jan-2024
C08582,Female,56,Singapore,0,Prod 1,6610.29,1,1,0,526,1,0,1,Johor,5k-10k,1,Mar-2023
C08583,Male,46,Indonesia,18,Prod 2,4376.23,2,1,0,544,1,1,4,Penang,5k-10k,1,Mar-2024
C08584,Female,51,Malaysia,93,Prod 1,64495.34,1,1,0,743,1,1,1,Johor,5k-10k,0,
C08585,Female,38,Malaysia,22,Prod 3,7456.29,3,1,1,599,1,0,2,Johor,<3k,0,
C08586,Male,42,Malaysia,115,Prod 3,32494.69,3,1,1,619,0,0,0,Penang,5k-10k,0,
C08587,Female,49,Indonesia,28,Prod 1,3572.44,1,1,0,644,0,0,0,Sabah/Sarawak,>10k,0,
C08588,Female,38,Singapore,40,Prod 4,9729.78,4,1,0,696,0,0,6,Klang Valley,3k-5k,0,
C08589,Female,37,Singapore,91,Prod 1,855.27,1,1,0,829,1,1,0,Sabah/Sarawak,3k-5k,0,
C08590,Male,38,Singapore,118,Prod 3,9889.67,3,1,0,713,1,0,3,Sabah/Sarawak,5k-10k,0,
C08591,Male,31,Indonesia,26,Prod 4,3602.65,4,1,1,850,0,1,0,Johor,5k-10k,0,
C08592,Male,20,Malaysia,6,Prod 2,67901.1,2,1,1,713,1,0,1,Penang,3k-5k,0,
C08593,Male,32,Malaysia,48,Prod 1,33363.82,1,1,1,532,1,0,4,Klang Valley,3k-5k,0,
C08594,Female,48,Indonesia,59,Prod 1,42935.3,1,1,0,662,1,0,1,Klang Valley,>10k,0,
C08595,Female,60,Singapore,114,Prod 2,8864.53,2,1,1,850,1,2,2,Johor,3k-5k,0,
C08596,Female,43,Singapore,32,Prod 1,200908.4,1,1,0,832,1,0,9,Sabah/Sarawak,5k-10k,0,
C08597,Male,66,Singapore,4,Prod 3,49337.77,3,1,0,770,0,0,0,Johor,5k-10k,0,
C08598,Male,36,Malaysia,68,Prod 3,384.61,3,0,1,487,1,0,3,Klang Valley,3k-5k,0,
C08599,Female,30,Singapore,1,Prod 3,1736.49,3,1,1,798,1,0,0,Sabah/Sarawak,>10k,0,
C08600,Male,30,Singapore,34,Prod 1,67150.95,1,1,1,598,0,0,6,Klang Valley,3k-5k,0,
C08601,Male,47,Malaysia,31,Prod 1,4447.28,1,1,0,678,1,0,4,Johor,5k-10k,0,
C08602,Male,51,Singapore,13,Prod 1,2136.32,1,1,1,651,1,1,5,Klang Valley,5k-10k,1,Jan-2023
C08603,Male,25,Indonesia,115,Prod 2,14086.92,2,1,0,623,1,1,4,Klang Valley,5k-10k,1,Aug-2023
C08604,Female,20,Malaysia,30,Prod 1,7508.23,1,1,0,647,0,0,0,Johor,<3k,1,Apr-2023
C08605,Male,69,Malaysia,105,Prod 1,6806.56,1,1,1,614,1,2,4,Klang Valley,<3k,1,Jul-2023
C08606,Female,76,Malaysia,47,Prod 1,5762.92,1,1,0,454,0,0,2,Penang,3k-5k,1,Jun-2023
C08607,Female,47,Singapore,93,Prod 1,1389.85,1,1,1,526,1,0,1,Penang,5k-10k,0,
C08608,Male,33,Malaysia,38,Prod 1,41132.18,1,1,0,713,1,0,1,Penang,<3k,0,
C08609,Female,50,Singapore,119,Prod 2,40918.11,2,1,0,783,1,0,4,Sabah/Sarawak,5k-10k,0,
